0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,hotel#general,hotel#prices,hotel#design&features,hotel#cleanliness,hotel#comfort,hotel#quality,hotel#miscellaneous,rooms#general,rooms#prices,rooms#design&features,rooms#cleanliness,rooms#comfort,rooms#quality,rooms#miscellaneous,room_amenities#general,room_amenities#prices,room_amenities#design&features,room_amenities#cleanliness,room_amenities#comfort,room_amenities#quality,room_amenities#miscellaneous,facilities#general,facilities#prices,facilities#design&features,facilities#cleanliness,facilities#comfort,facilities#quality,facilities#miscellaneous,service#general,location#general,food&drinks#prices,food&drinks#quality,food&drinks#style&options,food&drinks#miscellaneous
-0.00020872723,0.06041569,0.00831826,0.013135874,0.04720286,0.039844114,-0.015105723,0.032181725,-0.009896275,-0.0989729,-0.0028347857,-0.08317316,0.02755076,0.0485513,0.0032101597,-0.05058445,-0.04207462,0.03539661,-0.041914184,0.027054688,-0.04837436,-0.033527877,0.03214628,-0.01980697,-0.065659866,0.004492333,-0.10098776,-0.0074573327,0.09098594,0.036068432,-0.017411875,0.03190221,-0.051729176,0.063075766,-0.023839323,-0.042683072,0.00976227,0.050835233,0.14793661,0.00759817,0.028984653,-0.09578066,-0.0005056936,-0.0028944789,0.04937575,-0.005986237,-0.013634612,-0.05436428,0.08371541,-0.038793083,0.025536912,0.02483628,-0.0061251554,-0.027077127,0.028319176,0.03836418,0.045934293,-0.05462814,0.044927664,-0.037084114,-0.027344793,-0.104132414,0.013549447,-0.029717227,-0.01291176,-0.14097942,0.12607814,-0.027251583,-0.0029715947,-0.01777498,-0.17290765,-0.04425216,-0.07128579,0.035852287,-0.07340532,-0.05287013,-0.009727944,0.12374602,0.017382301,0.107125945,0.036766056,-0.15609862,0.0051392843,-0.16720799,-0.21135828,-0.065016314,0.06119654,0.037585597,-0.0168373,-0.005744531,-0.1049262,0.015066321,-0.036636658,0.048253313,-0.08414312,0.020813214,0.043265674,-0.10980332,0.050352838,-0.10426331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0067898543,0.075757094,0.016310552,0.007437215,0.036104128,0.04342172,-0.00081158435,0.040515613,-0.0060077165,-0.09874082,-0.026598679,-0.07975043,0.021808028,0.023759648,0.02480927,-0.049455848,-0.043770134,0.041081186,-0.038571324,0.023925753,-0.05090911,-0.038432624,0.012045556,-0.0049139974,-0.07727477,0.013163329,-0.1141802,0.004025259,0.09403165,0.03801718,-0.033783138,0.040854495,-0.08035789,0.041830707,-0.0205539,-0.027987175,0.01725075,0.07214703,0.14892077,-0.004172263,0.049152877,-0.10644284,0.012613915,-0.013967935,0.03198291,0.0037069716,0.0009521162,-0.02803955,0.097834036,-0.024636632,0.015364192,0.028973376,-0.027883701,-0.035078496,0.013070489,0.030135002,0.037337873,-0.055708088,0.046375077,-0.06024746,-0.03169037,-0.10506215,0.020777239,-0.03693834,-0.007975048,-0.10642971,0.10808682,-0.027436845,0.00917632,-0.004849749,-0.13432369,-0.04236865,-0.06384588,0.033691596,-0.101901464,-0.04206247,0.010084795,0.081759006,0.022674289,0.078879364,0.015650272,-0.13332148,-0.016877329,-0.15393032,-0.22009058,-0.045124374,0.053812414,0.029024864,-0.029533053,0.0046146913,-0.12597524,-0.005833318,-0.030287163,0.028292041,-0.07426167,0.0060804742,0.034475658,-0.0944826,0.050955452,-0.10110018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0097623225,0.07290133,0.04363011,0.017508607,0.03530243,0.03870267,-0.028381532,0.03852998,-0.0046709175,-0.118876,-0.0304549,-0.07316798,0.019169945,0.028921664,0.036597397,-0.07404188,-0.07932783,0.050799068,-0.032441847,0.029063914,-0.076772384,-0.038873006,0.037372265,-0.018671557,-0.08162349,0.005328524,-0.096231125,-0.04308876,0.09329041,0.027759267,-0.016861292,0.06306225,-0.044658028,0.047269847,-0.030418033,-0.006294363,0.026167454,0.06898861,0.15730631,-0.0011930411,0.04688941,-0.07972194,0.01908955,-0.0083742365,0.056247305,0.030147161,0.015146477,-0.042872068,0.09276226,-0.04532635,0.038028024,0.034993194,-0.01643976,-0.035013616,0.024690945,0.0555983,0.046807393,-0.04622681,0.033750083,-0.06755142,-0.030436682,-0.11374507,0.03397565,-0.04204239,-0.03324079,-0.15420817,0.11834369,-0.0334199,-0.0024149895,-0.0065299203,-0.1646774,-0.055332664,-0.076086976,0.037660085,-0.086681515,-0.027938506,0.013605912,0.109678924,0.023928087,0.08735328,0.053575885,-0.1428782,-0.017620651,-0.18367042,-0.21213049,-0.085314706,0.047059268,0.044706162,-0.041899253,-0.0006786886,-0.114614464,-0.006148337,-0.020767087,0.020994062,-0.116823174,0.0013295416,0.018358016,-0.10370294,0.04969105,-0.13186237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.013211906,0.074158095,-0.0062355916,-0.0016878896,0.03604919,0.048908163,-0.030075515,0.028643245,0.01069823,-0.1323156,-0.008538332,-0.08870253,0.041350316,0.018586623,0.04053488,-0.07706204,-0.072805606,0.045792673,-0.03276348,0.050347567,-0.053088915,-0.03945688,0.029137218,-0.028385846,-0.08036635,0.028553039,-0.11762567,-0.010334505,0.08304947,0.058546707,-0.023239626,0.047299765,-0.06368542,0.06418544,-0.02077236,-0.013736068,0.014349439,0.0745886,0.14863694,-0.014733669,0.06060947,-0.090262756,0.009273926,-0.011681744,0.064543776,-0.011590435,0.008051637,-0.056830052,0.08910772,-0.017763669,0.060545877,0.018065315,-0.0023016678,-0.034553796,0.0148772085,0.03678237,0.050293565,-0.045976814,0.039177343,-0.05300325,-0.035292283,-0.11368868,0.0057974067,-0.041208014,0.0027350755,-0.1367069,0.110356666,-0.011714323,-0.024250489,-0.0278251,-0.17040013,-0.04211158,-0.0860885,0.019145073,-0.086699545,-0.059760008,0.03328689,0.111962706,0.005435465,0.06708061,0.052225616,-0.1542988,-0.0044440674,-0.15854946,-0.19748904,-0.05984741,0.070462376,0.051985517,-0.03965495,-0.0019916024,-0.12421589,-0.0020245847,-0.022199104,0.01203385,-0.102493286,0.0029551154,0.016391728,-0.11284303,0.0665689,-0.13715106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.00019012619,0.067086995,0.020690963,-0.006223588,0.041080736,0.034630403,-0.008177517,0.015394223,-0.011989303,-0.1099091,-0.033078793,-0.082744695,0.025069648,0.039188575,0.04158596,-0.05269308,-0.053146467,0.037665218,-0.04143575,0.022074258,-0.056636963,-0.044738486,0.02558166,-0.034347326,-0.07956104,0.01447366,-0.10825016,-0.012625017,0.08280659,0.037388343,-0.004635541,0.05282083,-0.04688329,0.047034897,-0.03222655,-0.0062554847,0.023347942,0.10514637,0.15714172,0.009187994,0.05638642,-0.0984192,0.023451261,-0.0081141405,0.03960408,0.005218122,0.013289693,-0.059040204,0.105582714,-0.023709984,0.023804862,0.03973479,-0.024610255,-0.023528136,0.003465395,0.02175359,0.042296216,-0.0498828,0.017100992,-0.051545735,-0.015611833,-0.1066168,0.013532075,-0.05153561,-0.025454046,-0.14017002,0.13466235,0.0051989825,0.01007223,-0.031298164,-0.17559853,-0.025463767,-0.080361,0.041697055,-0.07150307,-0.054965075,0.015958097,0.121122554,0.027895393,0.11263878,0.03229042,-0.1445555,0.01641547,-0.17730688,-0.21925864,-0.061291758,0.048370518,0.04574079,-0.034779545,-0.0069917524,-0.1413434,-0.017331088,-0.051028762,0.004773806,-0.09571526,0.007047738,0.018301385,-0.10732596,0.069913,-0.1311491,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.00503686,0.07517864,0.027194902,0.0059060915,0.03250035,0.009132757,-0.020403521,0.031560276,-0.0060336976,-0.14397818,-0.036645107,-0.09355967,0.03041725,0.036882214,0.03716404,-0.0894152,-0.05899191,0.04632397,-0.050032068,0.020062773,-0.06615503,-0.05617244,0.035939187,-0.039511822,-0.08112383,0.012548174,-0.10711688,-0.03460071,0.09255504,0.013916774,-0.008321523,0.05792941,-0.053336564,0.06670372,-0.03049172,-0.009034561,0.04027968,0.075994216,0.15808769,-0.008997928,0.06846746,-0.07413598,0.020514896,-0.026835574,0.04896111,0.011814968,0.024272447,-0.06267526,0.103146136,-0.01972572,0.038997617,0.030560128,-0.0072773863,-0.014640139,0.017648272,0.03876816,0.060475495,-0.03726007,0.019217392,-0.04328886,-0.016008541,-0.103653304,-0.015936688,-0.032909513,-0.020871097,-0.16108899,0.14247502,-0.00588627,-0.018355744,-0.023539312,-0.18531683,-0.05207392,-0.069524094,0.028621005,-0.0701824,-0.03499802,0.021983879,0.1486304,0.031093733,0.08742639,0.068017766,-0.16183358,0.013021706,-0.19433066,-0.213541,-0.06560975,0.0732102,0.040831164,-0.037132744,-0.0017451438,-0.12640701,-0.012097508,-0.036073275,0.0076537826,-0.11469063,0.010145782,0.015666718,-0.12354432,0.066880725,-0.15142848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.028987058,0.042973842,0.036571633,0.013844809,0.030520787,0.017122356,-0.019703226,0.021433583,0.005946929,-0.12442102,-0.033789024,-0.08929375,0.015507003,0.032733925,0.01805704,-0.04046699,-0.058999218,0.04213166,-0.045976203,0.010675729,-0.057025764,-0.046318352,0.026896132,-0.02251758,-0.06818451,0.00067040324,-0.09054171,0.0021345143,0.108632214,0.02626582,-0.023747183,0.043154854,-0.061449405,0.044052668,-0.02632268,-0.013774481,0.021986822,0.07250385,0.14799546,0.004929495,0.044638626,-0.10512913,0.0013556413,-0.012396853,0.05577225,0.012946127,-0.008726779,-0.036203023,0.09071776,-0.018400555,-0.0011550643,0.038818162,-0.009070183,-0.025658324,0.016832111,0.018311271,0.05077546,-0.03464399,0.034385137,-0.041895464,-0.03598004,-0.10030831,0.02322666,-0.0139678,-0.016654905,-0.14238721,0.10898791,-0.027734999,0.020126477,-0.0038906736,-0.15934862,-0.04519834,-0.06734868,0.041008413,-0.06839142,-0.03277315,0.014804547,0.11434328,0.042290434,0.102910735,0.01792173,-0.15586877,-0.011690806,-0.17199926,-0.2199261,-0.042222667,0.04599252,0.029787574,-0.039681055,-0.01015086,-0.105910994,-0.014296419,-0.036576074,0.030783378,-0.101917274,0.018706044,0.021147285,-0.10255746,0.041827247,-0.11187014,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.000301596,0.071187384,0.021667054,0.007973729,0.0290364,0.028311303,-0.011753307,0.05592587,0.0027376832,-0.106141254,-0.025788432,-0.08542542,0.01872671,0.024774188,0.051539365,-0.05956817,-0.055269077,0.054091286,-0.027968092,0.036579818,-0.046685938,-0.05753993,0.009769547,-0.007082386,-0.08600113,0.019746993,-0.10148371,-0.039262656,0.07434373,0.052957725,-0.0028590604,0.018855903,-0.09048358,0.0675291,-0.03120884,0.009266559,0.0010689307,0.08531148,0.13803391,0.019050386,0.047783542,-0.09553576,0.03630973,0.00051508314,0.056835666,0.012433515,0.0017676083,-0.050508223,0.08207019,-0.02498756,0.03564285,0.020999081,-0.034816522,-0.013945591,0.0011526456,0.041508574,0.05487868,-0.07215653,0.050395127,-0.04080697,-0.038247533,-0.08176496,0.025189193,-0.05044804,0.0032211822,-0.11822561,0.0970675,-0.014018277,0.007848639,-0.014866414,-0.15507223,-0.03745377,-0.07778064,0.018641174,-0.099542774,-0.062266883,0.005906424,0.08500608,0.032734998,0.075915635,0.040523242,-0.14421622,-0.012185815,-0.16981965,-0.20018238,-0.07278399,0.04890673,0.052059773,-0.025130339,-0.0012138635,-0.12920089,-0.0035697469,-0.021616578,0.0021269498,-0.12089554,0.01633247,0.026691105,-0.10059456,0.083932094,-0.1124895,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.031702586,0.0745746,-0.012143689,0.010624199,0.05511073,0.019087797,-0.026288666,0.008992427,0.008300308,-0.12357056,-0.022615055,-0.08584335,0.0152888205,0.033536054,0.030609831,-0.06569234,-0.07783062,0.058341715,-0.034858964,0.024680981,-0.046971954,-0.052103754,0.017580027,-0.047638897,-0.08246615,0.004417538,-0.118167065,-0.016944708,0.09568188,0.032707438,-0.015833678,0.05059857,-0.07016372,0.06528189,-0.019403506,-0.041358285,0.024862178,0.072150834,0.118106306,-0.016739728,0.05088364,-0.088621244,0.03175176,-0.022730455,0.036273774,0.012671943,0.007414687,-0.0471161,0.066428035,0.00031460266,0.024543446,0.0234628,-0.027048765,-0.04126082,-0.004627633,0.046592794,0.042944655,-0.056922927,0.02445085,-0.06943904,-0.008402175,-0.1466285,0.030948685,-0.045056902,-0.024732275,-0.116526015,0.09994007,-0.01635624,-0.007658959,-0.038396258,-0.16931455,-0.02380891,-0.07697491,0.028858747,-0.08301785,-0.06500169,0.0012037571,0.11782551,0.01958994,0.09341799,0.02965311,-0.116363265,-0.022021776,-0.16473527,-0.21104549,-0.069775246,0.0836321,0.034960233,-0.029244926,0.0049286084,-0.14488374,-0.00010510495,-0.008349022,-0.0012758826,-0.09857377,-0.0044989567,0.015104072,-0.08926348,0.08129939,-0.11552392,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0
-0.01096586,0.042859845,-0.0026913844,0.04194918,0.04034166,0.021493066,-0.029706497,0.014816758,-0.017689176,-0.10490868,-0.0029801677,-0.08663399,-0.017225444,0.00020510466,0.02413525,-0.034315564,-0.025200482,0.044099536,-0.030170381,0.038733937,0.01165949,-0.0391604,-0.008170171,-0.007997518,-0.1086146,-0.022633491,-0.12301918,0.014325038,0.053835593,0.033383243,-0.05872622,0.018536983,-0.108863965,0.039211266,-0.01849171,-0.01912142,0.0179037,0.075061455,0.1231055,0.018476386,0.010855144,-0.09467422,-0.00041446873,-0.013261964,0.026591048,0.02136666,-0.031754624,-0.015147464,0.051338036,0.012517658,0.012799355,-0.008789256,-0.030113447,-0.05766197,0.01088926,0.03516055,0.07217776,-0.041159205,0.03681638,-0.03526092,-0.045849808,-0.10104062,0.040434614,-0.000114331764,-0.045184653,-0.068880156,0.060994826,-0.022622745,-0.0042823264,-0.023858264,-0.121912874,-0.016245635,-0.057804756,-0.010336512,-0.095760204,-0.049114045,0.007839659,0.07814847,0.04914076,0.06357093,-0.0030200898,-0.09821098,-0.021445774,-0.105290875,-0.1671295,-0.032317154,0.01682137,0.027299413,-0.034642383,0.025516573,-0.13437383,-0.035132967,-0.025193766,0.007133182,-0.09242348,0.022238543,0.033784695,-0.055935234,0.056735307,-0.09286367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
